ADM0_EN,ADM0_PCODE,date,validOn,ADM1_EN,ADM1_PCODE,ADM2_EN,ADM2_PCODE,ADM3_EN,ADM3_PCODE,Total_Overall_PIN,PIN_Boys,PIN_MaleAdults,PIN_MaleElderly,PIN_Girls,PIN_FemaleAdults,PIN_FemaleElderly,PIN_Disability,Total Wellbeing_PIN,cluster-v4_Agriculture,cluster-v4_Education,cluster-v4_ESNFI,cluster-v4_Health,cluster-v4_Food,cluster-v4_Nutrition,cluster-v4_Protection,cluster-v4_WASH
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Wag Hamra,ET0308,Dehana,ET030803,34162.4,10502.96972,4451.842891,513.1007093,10676.54525,7357.852837,660.0885923,5771.943,34162.4,"13,605","2,737",109,"14,551","14,967","34,162","14,476","14,551"
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Wag Hamra,ET0308,Gaz Gibla,ET030804,17260,5341.67389,2276.910118,259.3820064,5347.65504,3703.418434,330.9605113,2909.53,17260,"13,111","8,849",150,"16,954","17,613","17,260","16,803","16,954"
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Wag Hamra,ET0308,Abergele,ET030805,11775.03373,3693.369974,1568.278484,180.4543451,3614.790765,2495.36769,222.7724768,2001.755735,7313.6,"11,775",304,-,"3,378","3,378","7,314","3,378","3,378"
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Wag Hamra,ET0308,Sahila,ET030806,9334.245528,2948.97515,1259.839769,140.6488228,2837.90303,1975.32819,171.5505659,1552.44174,6820.8,"9,206",116,-,"3,985","3,985","6,821","3,771","3,985"
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Wag Hamra,ET0308,Sekota Town,ET030807,754,232.965231,98.78794615,11.36705905,234.673191,161.7193573,14.4872155,128.18,754,-,-,-,754,-,754,-,-
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Wag Hamra,ET0308,Tsagbeji,ET030808,8276,2556.29872,1083.958496,124.7259479,2576.489572,1775.466122,159.0611433,1406.92,8276,-,"3,542",-,"2,694",-,"8,276","2,694","5,974"
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Awi,ET0309,Dangila,ET030901,7,2.190914996,0.930129772,0.107025608,2.153184225,1.486015821,0.132729578,1.19,7,-,-,71,7,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Awi,ET0309,Banja,ET030902,475,145.1629503,65.18974301,8.576251181,148.0523129,97.48865561,10.53008703,2.54,28.625,-,189,482,475,474,28,-,474
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Awi,ET0309,Ankasha,ET030903,54,16.50266014,7.411895409,0.975340129,16.83098451,11.08169614,1.197423665,0.27,35.75,-,21,54,54,54,36,-,54
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Awi,ET0309,Guangua,ET030904,2,0.617344537,0.261759054,0.030119369,0.623019747,0.429291913,0.03846538,0.34,2,-,-,75,2,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Awi,ET0309,Fagta Lakoma,ET030905,527,161.1009359,72.16936408,9.445143882,164.2773,108.3905631,11.61669302,6.595,84.125,-,201,779,527,503,60,-,503
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Awi,ET0309,Jawi,ET030906,1840,562.312864,252.5534732,33.23381181,573.500213,377.5985353,40.80110265,9.2,0,-,736,"1,872","1,840","1,840",-,-,"1,840"
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Awi,ET0309,Guagusa Shikudad,ET030907,214,55.62911395,34.375,0,70.2027414,53.79314465,0,1,82.875,-,168,220,214,214,83,83,214
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Awi,ET0309,Ayehu Guwagusa,ET030908,46,14.06967733,6.288131765,0.818814308,14.33712428,9.478015519,1.008236806,0.89,4,-,16,88,46,42,-,-,42
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Awi,ET0309,Injibara Town,ET030996,316,96.70952365,43.35908501,5.683225623,98.3930555,64.88418695,6.970923256,3.23,10,-,122,306,316,306,-,-,306
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Awi,ET0309,Zigem,ET030997,87.75,27.44867169,11.65244104,1.340790962,27.00621259,18.63701712,1.664866591,14.9175,87.75,-,-,71,88,-,88,-,-
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Awi,ET0309,Dangila Town,ET030998,486,148.6394595,66.68230132,8.752529381,151.4001926,99.78350981,10.74200737,4.08,10,-,190,"3,061",486,476,-,-,476
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Awi,ET0309,Chagni Town,ET030999,17234,5266.8151,2365.479296,311.2696495,5371.565681,3536.724367,382.1459067,86.665,3,-,"6,892","17,231","17,234","17,231",-,-,"17,231"
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Oromia,ET0310,Dewa Cheffa,ET031001,1772.875,547.7698508,232.27956,26.72730405,551.7851745,380.2494403,34.0636704,301.38875,1772.875,45,78,18,"1,773",-,"1,773",672,672
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Oromia,ET0310,Bati,ET031002,7375.53121,2310.563333,976.1432374,113.3330238,2270.855972,1563.922552,140.7130915,1208.580306,7293.599061,"7,104",82,117,"7,294","7,294","4,847","7,176","7,294"
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Oromia,ET0310,Jilye Tumuga,ET031003,1153.75,350.6675419,148.4704415,17.08378746,364.3608424,250.6340533,22.53333339,196.1375,1153.75,151,32,-,"1,154",-,"1,154",139,151
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Oromia,ET0310,Artuma Fursi,ET031004,826,238.5155901,116.2372477,9.395497554,248.5919281,202.9891518,10.27058476,21.42,714.25,90,147,18,826,700,588,587,700
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Oromia,ET0310,Dewa Harewa,ET031005,6706.382461,2048.758736,867.921337,99.39160105,2107.848623,1452.275438,130.1867256,1120.345018,6706.382461,"6,584",79,134,"6,706","7,457","4,410","6,584","6,706"
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Oromia,ET0310,Kemisie Town,ET031006,658.9054001,210.0160538,78.18100824,13.24784602,206.0593737,132.342979,19.0581393,62.39,602.625,-,-,85,603,292,236,292,-
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Oromia,ET0310,Bati Town,ET031099,139.75,41.73636596,17.64060252,2.029820219,44.80475899,30.76256747,2.775884839,23.7575,139.75,-,-,275,140,-,140,-,-
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Central Gondar,ET0311,Chilga 1,ET031106,1834,451.6432796,304.5089108,8.765408475,636.677317,420.4309084,11.97417575,21.17,14.65,-,"1,426","1,897","1,834","1,833",14,"1,833","1,833"
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Central Gondar,ET0311,Tsegede (Amhara),ET031107,461,147.445201,79.19346023,0.963689968,114.8498262,117.3305233,1.217299354,3.74,230,-,347,"2,929",461,443,210,439,443
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Central Gondar,ET0311,Lay Armacho,ET031108,16868.35702,5439.391926,2263.3628,222.508605,5075.046642,3725.412684,142.6343581,9.19,387.9820154,-,"7,508","16,599","16,868","16,861",289,"16,599","16,861"
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Central Gondar,ET0311,Wegera,ET031109,23433.95488,7358.978709,3125.092181,359.5894918,7186.091362,4961.399141,442.8039971,3983.77233,23433.95488,-,-,-,"23,434",-,"15,261","23,434","23,434"
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Central Gondar,ET0311,Gonder Zuria,ET031110,1105.373339,347.259525,147.4737204,16.9690995,338.8405318,233.9522206,20.87824169,187.9134676,1105.373339,-,-,113,"1,105",-,720,"1,105","1,105"
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Central Gondar,ET0311,East Dembia,ET031111,763,258.5487566,110.6672314,11.32677514,198.5957595,175.8368903,8.024587027,17.85,44,-,605,"1,260",763,758,39,530,758
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Central Gondar,ET0311,Chilga 2,ET031112,3359,1032.039564,478.125,20.625,960.1811687,841.9939291,26.03533776,0,2561,-,"2,682","3,359","3,359","3,359",43,"3,359","3,359"
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Central Gondar,ET0311,Alfa,ET031115,93,29.04655126,12.32909768,1.418650623,28.66215897,19.77627974,1.767261726,15.81,93,-,-,-,93,-,26,-,-
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Central Gondar,ET0311,West Belesa,ET031116,25793.3565,8119.190324,3448.643467,396.8189992,7892.13583,5450.393204,486.1746746,4384.870605,25793.3565,-,610,-,"25,793",-,"16,798","25,793","25,793"
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Central Gondar,ET0311,East Belesa,ET031117,17228,5390.156619,2300.604444,269.0951377,5283.643723,3657.086013,327.4140642,2687.87,17228,"13,879","20,690",-,"16,703","16,703","17,228","16,703","17,154"
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Central Gondar,ET0311,Gonder City Adm.,ET031118,193.375,58.90955049,24.94742267,2.870581256,60.94577845,41.93349011,3.768177021,32.87375,193.375,-,-,10,193,-,193,-,-
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Central Gondar,ET0311,Tach Armacho,ET031120,359.125,102.7703631,73.91301302,11.42445108,98.38212425,66.90001527,5.735033267,49.83125,359.125,-,27,66,359,217,359,151,217
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Central Gondar,ET0311,Takusa,ET031121,30.875,9.701578129,4.120128473,0.474083585,9.462579365,6.533591522,0.583038927,5.24875,30.875,-,-,-,31,-,31,-,-
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Central Gondar,ET0311,Kinfaz,ET031122,14922.10359,4685.997015,1989.973502,228.9767849,4575.907066,3159.283711,281.9655133,2536.757611,14922.10359,-,"1,996",-,"14,922",-,"9,718","14,922","14,922"
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Central Gondar,ET0311,West Dembiya,ET031125,32.5,9.745581178,4.405733806,0.607302977,9.982439368,7.10167449,0.657268182,0,32.5,-,-,"2,820",33,33,33,-,-
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,Central Gondar,ET0311,Aykel Town,ET031199,18799,5573.517062,3005.625,281.875,4783.896085,4922.503464,231.5833887,75,36,-,"10,057","18,798","18,799","18,799",-,"18,799","18,799"
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,West Gondar,ET0312,Mirab Armacho,ET031206,63.375,21.72463207,9.288222272,1.068751554,17.78690319,12.42337464,1.083116284,10.77375,63.375,-,-,376,63,-,63,-,-
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,West Gondar,ET0312,Metema,ET031213,2642,778.6609978,411.901237,30.77185052,778.7441035,637.7825067,4.139304439,27.53,14,-,"2,072","2,504","2,642","2,633",5,"2,633","2,633"
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,West Gondar,ET0312,Quara,ET031214,204.625,61.57829081,27.76949716,3.80245862,62.75153788,44.60210666,4.121108877,1.36,204.625,-,-,-,205,197,197,-,-
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,West Gondar,ET0312,Abderafi Town,ET031223,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,West Gondar,ET0312,Metema Yohanes Town,ET031224,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,Amhara,ET03,West Gondar,ET0312,Gendawuha Town,ET031292,7.25,2.274369351,0.994015727,0.124412276,2.185287719,1.533332771,0.138582155,0.68,7.25,-,-,438,7,3,3,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Mana Sibu,ET040101,4704.273333,1422.131732,619.5560536,82.02694017,1470.52419,1020.891357,89.14306104,19.90136667,175.5,-,"1,397","2,937","4,704","4,704",176,"2,921",724
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Nejo,ET040102,3557.071991,1172.393006,391.6781737,55.29920698,1217.614549,662.9006812,57.18637463,5.190359955,96.875,-,"1,062",110,"3,557","3,556",96,894,"2,552"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Gimbi,ET040103,94.375,29.87212667,11.35714191,1.582581806,30.87960188,19.03209818,1.651449552,0.85,94.375,-,15,42,94,89,89,-,39
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Lalo Asabi,ET040104,1483.728804,448.5901729,204.0222599,26.66462697,459.2618077,313.301576,31.88836057,7.583644019,135.875,-,106,281,"1,484","1,483",135,"1,202",-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Kiltu Kara,ET040105,5258.860172,1611.867622,716.5303643,94.49043726,1645.174537,1075.379368,115.4178442,25.59430086,81.25,-,56,48,"5,259","5,259",81,"5,119",140
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Boji Dirmeji,ET040106,575.1085414,173.7202699,78.44179831,10.5642455,177.6890861,122.5945383,12.09860324,3.040542707,88.75,-,120,319,575,574,88,319,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Ayira,ET040107,120.25,36.87967122,15.62795065,1.798233942,37.67508595,25.9413489,2.327709334,20.4425,120.25,-,-,-,120,-,120,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Jarso (West Wellega),ET040108,84.5,25.9489241,10.99731503,1.265408728,26.44401398,18.21075619,1.633581969,14.365,84.5,-,-,-,85,-,85,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Gudetu Kondole,ET040109,248.625,77.92014058,33.08405715,3.806825081,76.38267399,52.72354073,4.707762471,42.26625,248.625,-,-,-,249,-,249,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Boji Chekorsa,ET040110,115.375,35.39847772,15.0008388,1.726075164,36.13508229,24.88205931,2.232466715,19.61375,115.375,-,-,-,115,-,115,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Babo,ET040111,117,36.81348729,15.63603074,1.799163679,35.81325041,24.73177524,2.206292643,19.89,117,-,-,-,117,-,117,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Yubdo,ET040112,102.375,31.54740464,13.37428886,1.5389158,31.93881542,22.00330083,1.972274458,17.40375,102.375,-,-,-,102,-,102,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Gaji,ET040113,149.5,46.2213452,19.60113497,2.255409362,46.50285878,32.04867066,2.870581025,25.415,149.5,-,-,-,150,-,150,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Haru,ET040114,95.875,29.40762376,12.46177311,1.433916953,30.03501324,20.68102059,1.855652354,16.29875,95.875,-,-,-,96,-,96,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Nole Kaba,ET040115,134.875,40.97160881,17.34623424,1.995948661,42.61419159,29.31145919,2.635557508,22.92875,134.875,-,-,-,135,-,135,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Begi,ET040116,274.625,84.64287639,35.88433614,4.129039864,85.66289036,59.0161408,5.289716453,46.68625,274.625,-,-,-,275,-,275,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Homa,ET040117,68.25,20.97605379,8.890464598,1.022983471,21.34292725,14.6992278,1.318343087,11.6025,68.25,-,-,-,68,-,68,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Sayo Nole,ET040118,185,56.84171445,24.09107333,2.772045211,57.8675478,39.85305371,3.574565492,31.45,185,-,-,-,185,-,101,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Guliso,ET040119,87.75,27.15754359,11.51779938,1.325298387,27.27010847,18.79608086,1.683169299,14.9175,87.75,-,-,-,88,-,88,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Gimbi Town,ET040193,219.375,69.02288118,29.31644589,3.373303976,67.15202545,46.3733935,4.136950008,37.29375,219.375,-,-,61,219,-,219,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Leta Sibu,ET040197,662.7045894,199.8503051,90.36011748,12.19170601,204.5076194,141.94232,13.85252142,3.313522947,178.75,-,154,407,663,663,179,407,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Mendi Town,ET040198,126.75,39.66855759,16.84076655,1.937786899,38.99041861,26.90895014,2.403520212,21.5475,126.75,-,-,-,127,-,127,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Wellega,ET0401,Nejo Town,ET040199,185.25,58.98033467,25.07648916,2.885432323,56.07736339,38.78058521,3.449795244,31.4925,185.25,-,-,-,185,-,185,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,East Wellega,ET0402,Limu (Oromia),ET040201,917,237.7350932,152.2824781,26.63875244,232.9407443,241.0144864,26.38844554,1.53,189.375,-,-,-,189,908,180,389,908
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,East Wellega,ET0402,Ibantu,ET040202,97.5,30.33457445,12.87135951,1.481046112,30.15549494,20.79736683,1.860158164,16.575,97.5,-,-,80,98,-,98,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,East Wellega,ET0402,Gida Ayana,ET040203,2497.091039,767.7050314,393.4235338,46.487298,683.1647486,556.7140092,49.59641769,0.685455193,305.675,-,-,"1,456","1,317","2,497",132,928,"2,360"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,East Wellega,ET0402,Haro Limu,ET040204,26124.33057,7543.195238,3541.346316,519.3042691,7970.271472,5874.91685,675.2964291,60.80165287,1418.77,-,"8,340","6,164","16,144","26,124",362,"10,268","24,304"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,East Wellega,ET0402,Boneya Boshe,ET040205,118.625,36.23524601,15.34906953,1.766144418,37.29847196,25.67062775,2.305440337,20.16625,118.625,-,-,-,119,-,119,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,East Wellega,ET0402,Wayu Tuka,ET040206,76.375,23.22456917,9.833597439,1.131505281,24.10934583,16.58505412,1.490928158,12.98375,76.375,-,-,-,76,-,76,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,East Wellega,ET0402,Bila Seyo,ET040207,24.375,7.494457194,3.176559959,0.365511644,7.619744292,5.24807936,0.470647551,4.14375,24.375,-,-,-,24,-,24,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,East Wellega,ET0402,Gobu Seyo,ET040208,260,79.90055228,33.86462686,3.896641525,81.31384937,56.00155336,5.022776603,44.2,260,-,-,-,260,-,260,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,East Wellega,ET0402,Sibu Sire,ET040209,113.75,35.0619508,14.86461774,1.710400855,35.47915725,24.44304081,2.190832543,19.3375,113.75,-,-,"1,254",114,-,114,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,East Wellega,ET0402,Diga,ET040210,8553.3032,2901.227365,933.1803513,211.4114104,2855.451311,1462.034734,189.9980285,24,230.75,"8,335","4,507","10,142","8,419","8,553",231,"1,392","8,419"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,East Wellega,ET0402,Sasiga,ET040211,42563.04799,13461.95294,5158.538351,912.210341,13397.34311,8773.12685,859.8764017,199.98024,16516.33625,"24,629","19,423","19,645","42,563","42,563",367,"22,158","41,967"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,East Wellega,ET0402,Leka Dulecha,ET040212,154,44.80772318,24.56774934,3.031496063,41.77011665,36.26483454,3.558080223,0,126.75,-,-,8,127,154,127,66,154
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,East Wellega,ET0402,Guto Gida,ET040213,3003.424851,865.6698659,416.0433866,103.004275,853.9589596,658.7031608,106.0452031,4.529964754,469.625,-,-,-,906,"3,003",470,"2,097",-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,East Wellega,ET0402,Jimma Arjo,ET040214,82.875,25.1516398,10.64753995,1.225161774,26.20612282,18.02360651,1.620929144,14.08875,82.875,-,-,-,83,-,83,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,East Wellega,ET0402,Nunu Kumba,ET040215,156,47.66632671,20.19179819,2.323374169,49.03689182,33.75070902,3.030900089,26.52,156,-,-,-,156,-,156,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,East Wellega,ET0402,Wama Hagalo,ET040216,365.625,114.6605748,48.68635151,5.602106875,112.2621039,77.49521667,6.918646298,62.15625,365.625,-,-,-,366,-,366,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,East Wellega,ET0402,Kiremu,ET040217,154.375,48.38221608,20.54258684,2.363737751,47.4267614,32.73660443,2.923093496,26.24375,154.375,-,-,-,154,-,154,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,East Wellega,ET0402,Nekemte Town,ET040297,35,11.07274377,4.705216705,0.541406904,10.65887356,7.365537639,0.656221413,5.95,35,-,-,-,35,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Ilu Aba Bora,ET0403,Darimu,ET040301,198.25,61.40603428,26.04488166,2.996860641,61.56481681,42.43784112,3.799565497,33.7025,198.25,-,-,-,198,-,198,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Ilu Aba Bora,ET0403,Alge Sachi,ET040302,45.5,13.99943476,5.93410921,0.682809719,14.21465066,9.791068706,0.877926945,7.735,45.5,-,-,-,46,-,46,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Ilu Aba Bora,ET0403,Yayu,ET040309,19.5,6.117662799,2.597729019,0.298908321,5.985108558,4.1317497,0.368841602,3.315,19.5,-,-,-,20,-,20,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Ilu Aba Bora,ET0403,Metu Zuria,ET040310,39,12.11073286,5.137860419,0.591189158,12.08313559,8.331566595,0.745515373,6.63,39,-,-,-,39,-,39,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Ilu Aba Bora,ET0403,Ale,ET040311,16.25,5.040249468,2.138050579,0.24601531,5.039978934,3.474704031,0.31100168,2.7625,16.25,-,-,-,16,-,16,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Ilu Aba Bora,ET0403,Bure (Oromia),ET040312,6.5,2.009990668,0.852393115,0.098080821,2.021530672,1.393219927,0.124784796,1.105,6.5,-,-,-,7,-,7,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Ilu Aba Bora,ET0403,Sale Nono,ET040313,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Ilu Aba Bora,ET0403,Becho (Ilu Aba Bora),ET040314,19.5,6.045072255,2.564167534,0.295046561,6.050900515,4.171408215,0.373404919,3.315,19.5,-,-,-,20,-,20,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Ilu Aba Bora,ET0403,Bilo Nopha,ET040315,48.75,15.32221469,6.507282712,0.748762068,14.93735128,10.31404869,0.920340567,8.2875,48.75,-,-,-,49,-,49,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Ilu Aba Bora,ET0403,Hurumu,ET040316,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Ilu Aba Bora,ET0403,Didu,ET040317,19.5,6.052400013,2.567557885,0.295436672,6.044257066,4.167404171,0.372944193,3.315,19.5,-,-,-,20,-,20,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Ilu Aba Bora,ET0403,Halu (Huka),ET040319,13,4.050994838,1.719133897,0.19781256,4.014945223,2.769493794,0.247619689,2.21,13,-,-,-,13,-,13,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Ilu Aba Bora,ET0403,Metu Town,ET040320,24,7.563005669,3.212710639,0.369671331,7.335871358,5.066892198,0.451848806,4.08,24,-,-,-,24,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Ilu Aba Bora,ET0403,Dorani,ET040324,35.75,11.09182025,4.705224854,0.541407842,11.08498775,7.642561296,0.683998008,6.0775,35.75,-,-,-,36,-,36,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Jimma,ET0404,Limu Seka,ET040401,367.25,141.4753484,60.85851174,7.002699453,89.08733222,63.5239506,5.302157572,62.4325,367.25,-,-,-,367,-,367,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Jimma,ET0404,Limu Kosa,ET040402,680.875,213.2481534,90.53759988,10.41773095,209.3064478,144.4637063,12.90136174,115.74875,680.875,-,-,-,681,-,681,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Jimma,ET0404,Sekoru,ET040403,479.375,149.4712587,63.43505682,7.299170239,147.968785,102.0754628,9.125266408,81.49375,479.375,-,-,-,479,-,479,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Jimma,ET0404,Tiro Afeta,ET040404,427.375,131.9434836,55.94606054,6.437447061,133.1091574,91.72083194,8.218019438,72.65375,427.375,-,-,838,427,-,427,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Jimma,ET0404,Kersa (Jimma),ET040405,5588,1831.58582,515,62.5,1934.957057,1154.084481,89.87264151,56,719.875,-,"4,838","5,585","5,588","5,588",720,"5,588","5,588"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Jimma,ET0404,Mena (Jimma),ET040406,351,110.8286425,47.08730528,5.418112232,107.0881365,73.98332007,6.594483448,59.67,351,-,-,-,351,-,351,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Jimma,ET0404,Goma,ET040407,372.125,117.6528887,49.99233967,5.752380722,113.3937779,78.35191667,6.981696299,63.26125,372.125,-,-,-,372,-,372,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Jimma,ET0404,Gera,ET040408,274.625,85.67738741,36.36299505,4.184116869,84.72497229,58.45085649,5.224671877,46.68625,274.625,-,-,-,275,-,275,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Jimma,ET0404,Seka Chekorsa,ET040409,871,272.0901641,115.4933432,13.28926963,268.3909134,185.1881292,16.54818035,148.07,871,-,-,-,871,-,871,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Jimma,ET0404,Dedo,ET040410,849.875,263.6728761,111.8514276,12.87021172,263.5294038,181.6899577,16.26112317,144.47875,849.875,-,-,-,850,-,850,-,4
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Jimma,ET0404,Omo Nada,ET040411,973.375,304.4460753,129.2415204,14.87120698,299.5968761,206.7496947,18.46962642,165.47375,973.375,-,-,10,973,-,973,-,-
