ADM0_EN,ADM0_PCODE,date,validOn,ADM1_EN,ADM1_PCODE,ADM2_EN,ADM2_PCODE,ADM3_EN,ADM3_PCODE,Total_Overall_PIN,PIN_Boys,PIN_MaleAdults,PIN_MaleElderly,PIN_Girls,PIN_FemaleAdults,PIN_FemaleElderly,PIN_Disability,Total Wellbeing_PIN,cluster-v4_Agriculture,cluster-v4_Education,cluster-v4_ESNFI,cluster-v4_Health,cluster-v4_Food,cluster-v4_Nutrition,cluster-v4_Protection,cluster-v4_WASH
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Borena,ET0412,Arero,ET041208,14504.87387,4373.564953,1861.857327,361.0987303,4585.665175,3097.879636,224.8080449,75.83436933,6762.54546,"8,285","3,637","15,971","14,335","14,495","4,153","7,293","12,753"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Borena,ET0412,Moyale (Oromia),ET041210,119162.7857,37271.05087,16244.83887,2007.962716,38284.32722,23396.3921,1958.213925,1587.59,8068.692379,-,"87,377","57,851","71,680","110,436","7,792","67,698","92,480"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Borena,ET0412,Dire,ET041211,4755.008193,1479.567829,627.8066623,72.23872627,1470.507441,1014.179672,90.70786227,808.3513928,4755.008193,"3,507",-,-,"4,755","7,544","3,097","4,755","4,755"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Borena,ET0412,Teltale,ET041212,18332.82355,5806.573589,2467.672294,283.9433126,5576.973091,3854.358432,343.3028273,3116.580003,7722.790729,"11,995","7,333",-,"7,723","8,615","5,029","7,723","18,333"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Borena,ET0412,Miyo,ET041216,8023.501513,2442.135982,1034.126538,118.9920216,2530.695243,1741.0685,156.4832281,1363.995257,6567.909791,"8,024",-,883,"6,568","6,568","4,277","6,568","8,024"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Borena,ET0412,Dilo,ET041219,10912.68311,3572.187891,1306.450272,139.6634655,3586.654428,2109.513602,198.2134499,719.9061285,4793.39719,"3,988","5,868","6,894","7,776","7,776","3,204","3,099","10,913"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Borena,ET0412,Dhas,ET041220,8526.4976,2447.542353,1076.6438,127.8815041,2736.856341,1834.250598,303.3230035,31.082488,1783.28811,"3,399","1,742","6,698","6,700","8,525","1,735","4,356","4,304"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Borena,ET0412,Gomole,ET041223,4742.85788,1533.589582,652.8643803,75.12199868,1414.41186,980.0257215,86.84433843,806.2858396,1743.2,"4,743",-,"8,207",692,-,"1,743",213,"4,743"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Borena,ET0412,Guchi,ET041290,74481,23431.56918,9374.486797,1258.551915,24474.11559,14319.20924,1623.067284,74.3,5105.03125,"3,752","34,644","54,712","60,920","74,481","3,806","33,372","74,481"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Borena,ET0412,Dubluk,ET041291,4384.621133,1420.811958,604.9585262,69.60969993,1304.813785,904.3342984,80.09286486,745.3855925,1809.6,"4,385",-,286,"1,299",-,"1,810",777,"4,385"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Borena,ET0412,Elwaya,ET041295,11053.95732,3448.041895,1446.485914,162.5312195,3506.76769,2276.157188,213.9734139,1045.328726,4934.376576,"8,897","1,588","1,908","4,934","4,934","4,356",825,"11,054"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Borena,ET0412,Yabelo Town,ET041296,203.125,67.38108018,28.74172459,3.307173529,59.03832251,41.04414454,3.612554665,34.53125,203.125,-,-,"3,237",203,-,203,-,203
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Borena,ET0412,Wachile,ET041298,21587.5,6376.350247,2624.741084,314.1851741,7217.095876,4554.943611,500.1840084,39.3775,3996.171516,"5,126","10,666","21,579","21,588","21,583","2,321","10,239","19,003"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,South West Shewa,ET0413,Ameya,ET041301,482.625,151.0881862,64.14410835,7.380757425,148.424983,102.4377726,9.149192467,82.04625,482.625,-,-,10,483,-,483,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,South West Shewa,ET0413,Wenchi,ET041302,349.375,107.0610741,55.53614982,4.304723051,103.3456641,73.66176651,5.465622375,48.17375,349.375,-,47,72,349,66,349,21,66
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,South West Shewa,ET0413,Waliso,ET041303,289.25,82.90026771,44.02652493,3.699523034,84.92514861,68.98762751,4.710908206,42.5225,289.25,-,18,45,289,45,289,-,45
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,South West Shewa,ET0413,Dawo,ET041304,160.875,50.58488356,21.4839972,2.472061362,49.27371354,34.02457643,3.035767913,27.34875,160.875,-,-,-,161,-,161,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,South West Shewa,ET0413,Ilu,ET041305,86.125,26.98784674,11.45859724,1.318486277,26.46307029,18.26594839,1.631051075,14.64125,86.125,-,-,-,86,-,86,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,South West Shewa,ET0413,Kersana Malima,ET041307,398.125,126.0811109,53.58120041,6.165333855,121.1281828,83.71273716,7.456434837,67.68125,398.125,-,-,-,398,-,398,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,South West Shewa,ET0413,Tole,ET041308,157.625,49.44710748,20.99646161,2.415962962,48.38325182,33.40049509,2.981721039,26.79625,157.625,-,-,-,158,-,158,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,South West Shewa,ET0413,Becho (SW Shewa),ET041309,251.875,79.08000685,33.58180692,3.86409878,77.25311358,53.33555322,4.760420641,42.81875,251.875,-,-,-,252,-,252,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,South West Shewa,ET0413,Seden Sodo,ET041310,370.5,115.3563151,48.95044427,5.632494774,114.5138944,78.98358992,7.063261533,62.985,370.5,-,-,17,371,-,371,-,1
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,South West Shewa,ET0413,Woliso Town,ET041311,627.25,196.7037461,87.52535047,8.394820872,186.870415,137.8670824,9.888585219,89.4225,627.25,-,60,113,627,113,627,15,113
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,South West Shewa,ET0413,Goro (SW Shewa),ET041312,199.875,62.44843556,26.5076824,3.050112921,61.58079335,42.49115707,3.79681871,33.97875,199.875,-,-,-,200,-,200,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,South West Shewa,ET0413,Sodo Daci,ET041314,245.375,77.38987467,32.87709856,3.783011341,74.94184287,51.76763806,4.615534495,41.71375,245.375,-,-,7,245,-,245,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Guji,ET0414,Uraga,ET041401,6082.738339,1941.810631,746.8690065,74.18290484,2000.720184,1240.733843,78.42176945,445.2655177,6082.738339,-,20,50,"6,083","6,083",372,"1,465","6,083"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Guji,ET0414,Bore,ET041402,4206.870872,1311.883963,556.7649498,64.06429434,1298.388097,895.6988324,80.07073452,715.1680482,4206.870872,-,"1,028",-,"4,207",-,"1,157",-,"4,207"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Guji,ET0414,Adola,ET041403,9739,3070.388583,1304.33012,150.0830625,2975.581918,2055.346806,183.2695108,1655.63,9739,-,-,100,"9,739","9,739","5,429","8,336","9,739"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Guji,ET0414,Wadera,ET041404,9366.492445,2944.118591,1255.534265,145.9767797,2868.035148,1974.189468,178.6381942,1482.578716,4004,"8,701",266,895,"4,004","5,533","2,840","3,339","9,366"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Guji,ET0414,Odo Shakiso,ET041405,6268.233357,1908.984263,868.2926318,55.96982676,2001.812458,1379.059077,54.11509986,7.34,6268.233357,-,697,"6,754","6,268","19,465","1,755","2,173","6,268"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Guji,ET0414,Liben,ET041407,41621.6,15051.33758,3438.130095,412.2535866,15517.11032,6919.133268,283.6351503,1327.191603,41621.6,"14,829","20,336","34,802","41,130","48,717","41,622","20,369","41,130"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Guji,ET0414,Afele Kola (Dima),ET041408,621.6796433,191.4049266,81.13808553,9.336173543,194.1040465,133.7090037,11.98740736,105.6855394,621.6796433,-,-,69,622,-,619,-,622
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Guji,ET0414,Girja (Harenfema),ET041410,13682.55931,4305.501908,1785.961702,203.7590867,4242.410097,2893.479805,251.4467154,2249.325083,4785.993285,"13,220",422,463,"4,786","4,786","3,278","4,323","13,683"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Guji,ET0414,Ana Sora,ET041411,4712.545015,1410.959936,596.5169143,68.6383638,1507.641046,1035.406353,93.38240218,801.1326526,4712.545015,-,-,"3,603","4,713",-,450,112,"4,713"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Guji,ET0414,Saba Boru,ET041412,30691,9441.458085,4189.268012,536.5420248,9526.929579,6338.506708,658.2955906,1252.85,13325.4,-,"11,148","27,858","30,691","30,691","11,002","6,896","30,691"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Guji,ET0414,Gora Dola,ET041413,35639,12696.37296,3749.619839,159.0392371,12350.2497,6488.405942,195.3123208,1729.633912,34370.6,-,"13,329","25,974","35,639","35,639","30,862","10,061","35,639"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Guji,ET0414,Negele /Town/,ET041414,2671,829.8371415,256.79836,28.81309717,1092.057883,463.4213348,0.072183962,5.68,225,-,"2,178","3,154","2,671","2,667",221,"1,113","2,667"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Guji,ET0414,Aga Wayu,ET041482,5352.472628,1687.322055,742.030153,92.75387796,1627.057331,1093.633552,109.6756585,373.6703467,3371.698712,-,"1,907","3,249","5,352","5,352","1,616","2,102","5,352"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Guji,ET0414,Haro Walabu,ET041490,1971.319672,611.4028398,259.3527332,29.84248531,611.445908,421.544974,37.73073201,335.1243443,1971.319672,-,-,-,"1,971",-,515,-,"1,971"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Guji,ET0414,Adola Town,ET041492,552.5,174.798205,74.27845299,8.546868256,168.2515613,116.2664307,10.35848165,93.925,552.5,-,-,"4,676",553,-,553,-,553
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Guji,ET0414,Gumi Idalo,ET041497,34856.39364,11590.47638,3615.805602,517.7318582,12435.20603,6234.141461,463.032308,737.011918,29108.39364,-,"21,342","31,174","34,856","34,856","27,826","15,690","34,856"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Guji,ET0414,Shakiso Town,ET041499,154.375,49.96602876,21.27272756,2.44775157,45.99300787,31.87188939,2.82359485,26.24375,154.375,-,-,"1,933",154,-,154,-,154
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Guji,ET0415,Bule Hora,ET041501,21871,6394.207089,2978.929476,478.3827276,6436.700375,5053.23576,529.5445718,1.785,21529.4,-,120,"19,516","12,236","36,713","21,526","18,914","21,868"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Guji,ET0415,Kercha,ET041502,57381,17361.73642,7590.138417,1013.668819,17764.74531,12457.65469,1193.056347,41.99,11099.89,-,"4,323","46,604","46,667","57,374","9,389","38,500","57,374"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Guji,ET0415,Hambela Wamena,ET041509,51500,15611.31138,6212.383959,1310.504071,16194.83992,10866.07292,1304.887747,11.565,6781.843889,-,"1,592","20,303","17,202","51,500","6,229","31,509","51,500"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Guji,ET0415,Abaya,ET041513,45028,13820.60104,6488.117256,622.1939044,13542.95577,9887.546677,666.5853564,13.64,22767.55162,"6,556","10,211","28,064","29,021","47,943","14,361","17,699","45,016"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Guji,ET0415,Dugda Dawa,ET041515,30025.28686,9420.171386,4000.082386,460.2704525,9215.213485,6361.650467,567.8986787,5104.298765,13544.82537,"30,025",78,"1,073","13,545","14,480","8,821","13,545","30,025"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Guji,ET0415,Gelana (West Guji),ET041517,75062,24631.59838,8087.937074,1071.478228,25399.10703,14671.61888,1200.260412,15.3,23058.62169,-,"7,228","11,909","24,623","93,896","17,611","37,992","75,062"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Guji,ET0415,Melka Soda,ET041518,35797.31686,12911.32284,3749.143403,145.9297569,11889.73502,6662.870618,438.3152219,994.2038657,31982.31686,"24,244","23,205","31,711","35,797","35,797","18,535","27,155","35,797"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Guji,ET0415,Bule Hora Town,ET041587,507,163.7534991,69.7051932,8.020645006,151.3631762,104.8625145,9.294972011,86.19,507,-,-,"3,929",507,-,507,-,507
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Guji,ET0415,Suro Berguda,ET041594,40429.69599,13415.95231,4668.474589,589.0675154,13242.06682,7795.324258,718.8104956,2232.788318,27912,"13,052","21,772","27,425","31,968","31,968","11,284","23,583","40,430"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Guji,ET0415,Birbirsa Kojowa,ET041596,19803,6079.290755,2518.840846,289.008136,6317.441681,4252.27475,346.1438318,9.5,6283.2,-,"1,575","8,198","9,787","19,803","6,283","11,344","19,803"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Buno Bedele,ET0416,Chora (Buno Bedele),ET041603,47.125,14.50926783,6.150605205,0.707720884,14.71337983,10.13536443,0.908661818,8.01125,47.125,-,-,-,47,-,47,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Buno Bedele,ET0416,Dega,ET041604,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Buno Bedele,ET0416,Dabo Hana,ET041605,82.875,25.53044216,10.8231316,1.24536627,25.86242638,17.81653157,1.597102016,14.08875,82.875,-,-,-,83,-,83,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Buno Bedele,ET0416,Gechi,ET041606,271.375,84.40980629,35.81537459,4.121104787,83.95221619,57.89771089,5.178787241,46.13375,271.375,-,-,-,271,-,271,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Buno Bedele,ET0416,Borecha,ET041607,289.25,90.95187035,38.62838021,4.444783963,88.59198951,61.1748065,5.45816946,49.1725,289.25,-,-,"1,607",289,-,289,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Buno Bedele,ET0416,Dedesa,ET041608,10717,3241.194906,1070.625,165.625,3741.959718,2261.772685,235.8226914,31,412,-,"8,023","11,732","10,717","10,717",400,"10,717","10,717"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Buno Bedele,ET0416,Meko,ET041618,6777,2079.94049,701.875,86.875,2423.946525,1362.900791,121.462194,33,52,-,"4,476","6,776","6,777","6,777",52,"6,777","6,777"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Buno Bedele,ET0416,Bedele Town,ET041621,105.625,33.03709211,14.02471122,1.613756807,32.51017465,22.43507209,2.004193126,17.95625,105.625,-,-,-,106,-,106,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Buno Bedele,ET0416,Badele Zuria,ET041622,123.5,38.17348083,16.18790494,1.862665218,38.42390124,26.48010906,2.371938706,20.995,123.5,-,-,34,124,-,124,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Buno Bedele,ET0416,Chwaka,ET041623,875.875,272.754424,123.8341811,12.31247398,267.0333524,188.1747514,11.76581707,112.64875,875.875,-,185,242,876,225,876,96,225
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Arsi,ET0417,Dodola Town,ET041700,196.625,62.88554374,35.38791119,1.339119082,55.91060655,39.56496466,1.536854775,15.21625,196.625,-,73,"2,033",197,197,197,29,197
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Arsi,ET0417,Siraro,ET041701,29640,9746.522112,3376.444297,315.4998183,10156.45069,5650.572236,394.5108442,2901.25,29640,-,"12,501","13,171","12,715","12,715","29,640","10,162","13,111"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Arsi,ET0417,Shala,ET041702,34028,10449.96062,4435.147072,685.7790819,10796.18574,7014.825346,646.1021448,5366.52,34028,-,"2,077","2,466","6,040","4,992","34,028","1,090","4,992"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Arsi,ET0417,Arsi Negele,ET041703,20467.2,6237.405626,2641.552166,303.9508424,6448.536871,4437.067726,398.686768,3479.424,20467.2,-,"1,574",19,"13,778",-,"20,467",-,"13,778"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Arsi,ET0417,Kofele,ET041704,14552.29843,4538.719113,1927.992363,219.8312683,4492.512849,3098.761053,274.4817893,2452.810734,14552.29843,-,101,124,"14,552","14,552",530,53,"14,552"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Arsi,ET0417,Kore,ET041705,13007.39594,4018.307373,1703.922594,196.0622676,4048.953333,2790.189727,249.9606485,2211.25731,13007.39594,-,-,98,"13,007",-,674,-,"13,007"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Arsi,ET0417,Gedeb Asasa,ET041706,32905.82309,10155.45087,4274.697407,485.7614454,10313.82788,7051.522425,624.5630648,5487.639925,32905.82309,-,615,654,"32,906","32,906",341,412,"32,906"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Arsi,ET0417,Dodola,ET041707,22525.26137,6665.816493,2814.813882,323.8872439,7277.499005,4991.957938,451.2868069,3829.294433,22525.26137,-,-,-,"22,525",-,124,-,"22,525"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Arsi,ET0417,Kokosa,ET041708,862.4838522,260.2841953,110.1270888,12.67180025,274.0628477,188.3763415,16.96157861,146.6222549,862.4838522,-,-,-,862,-,289,-,862
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Arsi,ET0417,Nenesebo (Wereka),ET041709,4019.290951,1242.196444,526.7617381,60.6119675,1250.640703,861.8759638,77.20413456,683.2794616,4019.290951,-,53,26,"4,019",-,887,182,"4,019"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Arsi,ET0417,Adaba,ET041710,19863.22922,6125.003162,2615.496256,295.9186083,6182.051983,4265.342813,379.4163932,3347.658967,19863.22922,-,147,177,"19,863","19,863",709,98,"19,863"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Arsi,ET0417,Shashemene Town,ET041711,230.75,72.20340426,30.65249409,3.527036686,70.99498363,48.99557999,4.376501346,39.2275,230.75,-,-,-,231,-,231,-,231
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Arsi,ET0417,Shashemene Zuria,ET041712,35696.8,10828.57669,4583.899268,527.447484,11292.32223,7766.05564,698.4986845,6068.456,35696.8,-,-,-,"16,292",-,"35,697",-,"16,292"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Arsi,ET0417,Heban Arsi,ET041783,1549.622766,480.4491704,203.7967744,23.44992541,480.7972236,331.4597876,29.66988434,263.4358702,1549.622766,-,-,-,"1,550",-,401,-,"1,550"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Arsi,ET0417,Wondo,ET041797,978.25,302.3682527,128.2225168,14.75395508,304.3630924,209.7535607,18.7886222,166.3025,978.25,-,-,-,978,-,978,-,978
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Arsi,ET0417,Bishan Guracha,ET041798,2,0.66579635,0.284073044,0.032686934,0.579176751,0.402844697,0.035422225,0.34,2,-,-,-,2,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,West Arsi,ET0417,Arsi Negele Town,ET041799,100.75,31.16778889,13.21807958,1.520941541,31.32199782,21.58784109,1.93335108,17.1275,100.75,-,-,-,101,-,101,-,101
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Kelem Wellega,ET0418,Hawa Galan,ET041801,1395.875,445.9763574,189.669986,21.82442306,421.1408595,291.3665089,25.89686512,237.29875,1395.875,-,-,-,"1,396",-,"1,396",-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Kelem Wellega,ET0418,Yama Logi Welel,ET041802,100.75,30.92404727,13.10520853,1.507954006,31.54305764,21.72105336,1.948679183,17.1275,100.75,-,-,-,101,-,101,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Kelem Wellega,ET0418,Dale Wabera,ET041803,320.125,96.7134399,40.92408336,4.708939604,101.6278513,69.86170647,6.288979348,54.42125,320.125,-,-,-,320,-,320,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Kelem Wellega,ET0418,Gawo Kebe,ET041804,620.75,193.282873,82.0182963,9.437455209,191.851526,132.3264454,11.83340401,105.5275,620.75,-,-,-,621,-,621,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Kelem Wellega,ET0418,Sayo,ET041805,684.125,212.2523433,90.03869042,10.36032381,212.1306741,146.2534344,13.08953404,116.30125,684.125,-,-,-,684,-,684,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Kelem Wellega,ET0418,Denbi Dollo Town,ET041806,276.25,88.01925237,37.42524736,4.306345189,83.56428093,57.79459657,5.140277571,46.9625,276.25,-,-,-,276,-,276,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Kelem Wellega,ET0418,Anfilo,ET041807,21066,6547.545014,2279.509878,550.0155198,7254.028911,3887.49872,547.4019575,140.17,16539,"21,065","16,759","16,538","21,066","21,065",515,"16,538","21,065"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Kelem Wellega,ET0418,Dale Sadi,ET041808,11414,3481.46548,1236.875,335,3980.829333,2085.332561,294.4976261,78,8918,"11,386","9,702","8,899","11,414","11,414",345,"8,899","11,386"
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Kelem Wellega,ET0418,Gidami,ET041809,113.75,35.61805275,15.12185644,1.740000088,34.97503153,24.13918939,2.155869805,19.3375,113.75,-,-,-,114,-,114,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Kelem Wellega,ET0418,Jimma Horo,ET041810,118.625,37.11430873,15.75596537,1.812963987,36.50135647,25.19024093,2.250164511,20.16625,118.625,-,-,-,119,-,119,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Kelem Wellega,ET0418,Lalo Kile,ET041811,52,15.99162241,6.778257944,0.779941899,16.25232784,11.19401859,1.00383132,8.84,52,-,-,-,52,-,52,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Kelem Wellega,ET0418,Sedi Chenka,ET041812,242.125,76.66846132,32.58176293,3.749028475,73.6742586,50.91616584,4.535322834,41.16125,242.125,-,-,-,242,-,242,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Horo Gudru Wellega,ET0419,Horo,ET041901,9.75,2.99309976,1.268454488,0.145955024,3.052145733,2.101791442,0.188553553,1.6575,9.75,-,-,-,10,-,10,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Horo Gudru Wellega,ET0419,Shambu Town,ET041902,92.625,29.67348873,12.62272552,1.452436982,27.87275407,19.29021278,1.713381913,15.74625,92.625,-,-,-,93,-,93,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Horo Gudru Wellega,ET0419,Guduru,ET041903,13,4.039252326,1.713703228,0.197187679,4.025589306,2.775909543,0.248357919,2.21,13,-,-,-,13,-,13,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Horo Gudru Wellega,ET0419,Ababo,ET041904,6.5,2.026143331,0.859865605,0.098940645,2.006887172,1.384394008,0.123769239,1.105,6.5,-,-,-,7,-,7,-,1
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Horo Gudru Wellega,ET0419,Abay Chomen,ET041905,19.5,6.241251584,2.65474465,0.305468839,5.873195914,4.064262807,0.361076207,3.315,19.5,-,-,-,20,-,20,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Horo Gudru Wellega,ET0419,Jimma Genete,ET041906,34.125,10.49954099,4.45056566,0.51210542,10.66101981,7.343320702,0.658447415,5.80125,34.125,-,-,-,34,-,34,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Horo Gudru Wellega,ET0419,Jimma Rare,ET041907,34.125,10.45759995,4.43113477,0.5098696,10.69906526,7.366245192,0.661085227,5.80125,34.125,-,-,-,34,-,34,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Horo Gudru Wellega,ET0419,Jarte Jardega,ET041908,40.625,12.61699712,5.352701408,0.615909889,12.5851034,8.677813427,0.776474751,6.90625,40.625,-,-,-,41,-,41,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Horo Gudru Wellega,ET0419,Amuru,ET041909,307,94.75801251,40.17798975,4.623090161,95.63749764,65.89869903,5.90471092,52.19,307,-,-,-,307,-,65,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Horo Gudru Wellega,ET0419,Abe Dongoro,ET041910,9.75,3.078246593,1.307829858,0.150485761,2.974966454,2.055270702,0.183200632,1.6575,9.75,-,-,-,10,-,10,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Horo Gudru Wellega,ET0419,Choman Guduru,ET041911,26,7.992120954,3.387419601,0.38977426,8.129511175,5.599026265,0.502147743,4.42,26,-,-,-,26,-,26,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Horo Gudru Wellega,ET0419,Horo Buluk,ET041912,3.25,1.01000431,0.428514262,0.049307098,1.006223973,0.6938729,0.062077457,0.5525,3.25,-,-,-,3,-,3,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Finfine Special,ET0420,Burayu,ET042001,48,14.6926838,6.224969309,0.716277607,15.06457374,10.37055399,0.930941562,8.16,48,-,-,-,48,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Finfine Special,ET0420,Lege Tafo-Lege Dadi Town,ET042004,2,0.680291744,0.290701985,0.033449695,0.56609825,0.394945074,0.034513253,0.34,2,-,-,-,2,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Finfine Special,ET0420,Sululta Town,ET042005,13,4.035237825,1.71184612,0.19697399,4.029228672,2.778103074,0.248610318,2.21,13,-,-,-,13,-,-,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Finfine Special,ET0420,Sebeta Hawas,ET042006,60.125,19.21273747,8.171123477,0.94021231,18.13718724,12.54846632,1.115273185,10.22125,60.125,-,-,-,60,-,60,-,-
Ethiopia,ET,19/08/19,27/08/19,Oromia,ET04,Finfine Special,ET0420,Dukem,ET042008,2,0.665928176,0.284133429,0.032693882,0.57905773,0.402772828,0.035413955,0.34,2,-,-,-,2,-,-,-,-
